Rank,Name,Net Worth,Real Time Wealth,Age,State,Source of Wealth,Philanthropic Score,profile,url
49,David Tepper,$15.80 ,$15.80 ,64,Florida,hedge funds,2,"David Tepper, arguably the greatest hedge fund manager of his generation, has been steadily returning money to client investors in recent years.
Tepper's Appaloosa Management hedge fund firm now manages nearly $13 billion, down from a peak of $20 billion.
He decided to move from New Jersey to Florida in 2016 and relocated his hedge fund firm there, but moved back to New Jersey in late 2020.
In 2018, Tepper bought the Carolina Panthers professional football team in a $2.3 billion deal.
Once the head of the junk bond desk at Goldman Sachs, he left after being passed over for partner and founded Appaloosa Management in 1993.",https://www.forbes.com/profile/david-tepper/
50,David Duffield,$15.50 ,$16.20 ,81,Nevada,business software,2,"David Duffield cofounded not just one, but two successful enterprise software companies after age 40: PeopleSoft and Workday.
He resigned as chairman of Workday in April 2021; he cofounded the HR and finance software firm in 2005 and took it public in 2012.
Duffield cofounded PeopleSoft at age 47 in 1987 and sold it to Oracle for $10.7 billion in cash in 2005.
Duffield started his first business at 28. As a child, he mowed lawns but says his most impactful job was a systems engineer at IBM after college.
He has given $345 million to Maddie's Fund and has doled out another $400 million to, among others, his alma mater Cornell, as of June 2019.",https://www.forbes.com/profile/david-duffield/
51,John Doerr,$15.20 ,$15.50 ,70,California,venture capital,2,"Investor John Doerr is chairman of venture capital firm Kleiner Perkins, formerly called Kleiner Perkins Caufield & Byers.
Doerr is the only investor to appear on Forbes' Midas List of top venture capitalists every year for the past two decades.
He joined the firm in 1980 after working at Intel and cofounding two companies.
Doerr famously led Kleiner into Google in 1999, investing $12.5 million. He was also an early investor in Amazon, DoorDash, Slack and many more.
Doerr stepped down from his role leading the firm in 2016, ceding the leadership to fellow investor Ted Schlein.
John and Ann Doerr support free online tutoring site Khan Academy and climate change-focused Climate Reality Project through their foundation.",https://www.forbes.com/profile/john-doerr/
51,Bobby Murphy,$15.20 ,$11.20 ,33,California,Snapchat,1,"Bobby Murphy cofounded Snapchat, the social media app popular with American teens.
Snapchat's 293 million daily users share disappearing messages or photos and videos with captions, masks and filters.
Murphy, Snap's chief technology officer, built Snapchat with his Stanford University fraternity brother Evan Spiegel.
Murphy and Spiegel jointly own about a quarter of Snap but have voting shares that give them control over the board.
The son of California state employees, one of whom emigrated from the Philippines, Murphy grew up in Berkeley, Calif.
Murphy has spent more than $50 million buying a string of homes in beach towns in the Los Angeles area.",https://www.forbes.com/profile/bobby-murphy/
53,Jack Dorsey,$14.90 ,$13.10 ,44,California,"Twitter, Square",2,"Tattooed entrepreneur Jack Dorsey has been CEO of both social media firm Twitter and small business payments company Square since 2015.
Dorsey cofounded Twitter in 2006 with Ev Williams, Biz Stone and Noah Glass, and was CEO until 2008. He returned in 2015.
In April, he promised to give away $1 billion - then 28% of his net worth - to Covid-19 relief and other causes, via gifts of his Square stock.
Dorsey cofounded Square with Jim McKelvey in 2009, then took it public in 2015.
Before gravitating to tech, Dorsey was a certified masseur and dabbled in fashion design.
In 2016, Dorsey gave nearly one third of his Twitter shares to employees.",https://www.forbes.com/profile/jack-dorsey/
54,Eric Yuan & family,$14.50 ,$12.70 ,51,California,Zoom Video Communications,N/A,"Eric Yuan is the founder of Zoom, a video communications tool that went public in April 2019; Zoom usage surged during the coronavirus pandemic.
He was previously a manager of WebEx at Cisco, which acquired the video conferencing company in 2007.
Born in China, Yuan move to Silicon Valley in 1997 after eight failed attempts to obtain a visa.
At the IPO, Yuan owned 22% of Zoom, which was valued at just over $9 billion before trading began.
An avid basketball fan, Yuan attends his children's games and counted Golden State Warriors player Andre Iguodala as an investor.",https://www.forbes.com/profile/eric-yuan/
55,Evan Spiegel,$13.80 ,$10.40 ,31,California,Snapchat,1,"Evan Spiegel, CEO of Snap, became a billionaire at the age of 25.
Each day some 293 million people use Snapchat to send disappearing photos and videos.
Spiegel launched the company with Bobby Murphy, a Stanford University fraternity brother, in 2011.
Murphy and Spiegel jointly own about a quarter of Snap but have voting shares that give them control over the board.
He graduated from Stanford with a B.S. in Product Design in 2018, six years after he first dropped out to start Snapchat.
Spiegel has donated more than $280 million in Snap stock. He and Murphy have pledged to donate 13 million shares to the Snap Foundation.",https://www.forbes.com/profile/evan-spiegel/
56,Charles Ergen,$13 ,$10.90 ,68,Colorado,satellite TV,1,"Charlie Ergen is the cofounder and chairman of satellite TV provider Dish Network and satellite communications company EchoStar.
Ergen first began selling satellite dishes out of the back of a truck in Colorado in 1980.
He took Dish public in 1996. Today, it boasts over 11 million subscribers.
EchoStar, which has 10 satellites in space, was spun off from Dish in 2008.
As a condition of the Sprint-T-Mobile merger in 2020, Dish is building a 5G network to cover at least 70% of the U.S. by 2023.",https://www.forbes.com/profile/charles-ergen/
57,Brian Chesky,$12.50 ,$15.90 ,40,California,Airbnb,1,"Brian Chesky cofounded peer-to-peer room and home rental company Airbnb with Nathan Blecharczyk and Joe Gebbia in 2008; Chesky is CEO.
Airbnb went public in a blockbuster IPO on December 10, 2020, with the share price more than doubling to upwards of $144.
A former bodybuilder, Chesky attended Rhode Island School of Design where he met Gebbia.
Chesky is the son of two social workers; he made $40,000 a year as an industrial designer in Los Angeles before Airbnb took off.
The pandemic has cratered Airbnb's business. Rumored to go public in 2020, it instead took $2 billion in funds from PE firms in April to stay afloat.",https://www.forbes.com/profile/brian-chesky/
58,Jeff Yass,$12 ,$12 ,63,Pennsylvania,"trading, investments",N/A,"Yass is a cofounder of Susquehanna International Group, one of Wall Street's largest and most successful trading firms.
He went to SUNY Binghamton, became a pro gambler, then began trading on the Philadelphia Stock Exchange in 1981 backed by billionaire Israel Englander.
In 1987, he cofounded Susquehanna with a handful of partners; it's now a giant in options trading and making markets, with 2,000 employees worldwide.
It recruits and trains traders using poker tournaments to sharpen decision-making skills; its traders have won 3 World Series of Poker bracelets.
Susquehanna has invested in hundreds of private companies globally, including TikTok parent ByteDance and payments firm Payoneer.",https://www.forbes.com/profile/jeff-yass/
59,Li Ge,$11.60 ,$10.70 ,54,China,pharmaceutical ingredients,N/A,"Li cofounded and chairs WuXi AppTec, a global R&D and manufacturing services company that supports the pharmaceutical, biotech and medical device industries
WuXi AppTec was formally known as Wuxi PharmaTech
Li also chairs WuXi Biologics, a global open-access biologics technology platform company
Li holds a Ph.D. degree in organic chemistry from Columbia University",https://www.forbes.com/profile/li-ge-1/
60,Brian Armstrong,$11.50 ,$14.60 ,38,California,cryptocurrency,N/A,"Brian Armstrong is the chief executive of Coinbase Global, the largest cryptocurrency exchange in the United States.
A former Airbnb software engineer, Armstrong cofounded Coinbase in San Francisco in 2012 with former currency trader Fred Ehrsam.
Coinbase went public in a direct offering on Nasdaq on April 14, 2021, briefly reaching a market capitalization of $100 billion.
Armstrong owns a stake of about 19% in Coinbase, which earned $322 million in profits on nearly $1.3 billion revenue in 2020.
Cofounder Fred Ehrsam left the company in 2017 but still owns 6% and serves on the board of directors; he's also a billionaire.",https://www.forbes.com/profile/brian-armstrong/
60,"Edward Johnson, III.",$11.50 ,$12.30 ,91,Massachusetts,money management,2,"After a stint in the Army, Edward ""Ned"" Johnson III became an analyst at money manager Fidelity, which his dad founded in 1946.
Ned led Fidelity as CEO for 37 years; his daughter Abigail replaced him in 2014.
He ran the famed Magellan Fund before promoting buy-what-you-know manager Peter Lynch to run it in 1977.
Fidelity is the second-largest mutual fund manager in the U.S. after Vanguard, with $4.2 trillion in managed assets.
He's an avid art collector and his Brookfield Arts Foundation has some 600 paintings, antiques and historical artifacts on loan to various museums.",https://www.forbes.com/profile/edward-johnson-iii/
60,Charles Schwab,$11.50 ,$12.60 ,84,California,discount brokerage,2,"Charles Schwab is chairman and founder of the eponymous brokerage firm, which manages $3.75 trillion worth of assets.
He was CEO of the company until 2008, and remains the largest shareholder with an 11% stake.
Schwab founded the firm as a traditional brick-and-mortar brokerage in 1971, with $100,000 borrowed from his uncle.
The business really took off when Schwab started charging half of what full-service brokers did, after an SEC deregulation of brokerage commissions.
A dyslexic and parent of one, Schwab donates to support research in learning differences.",https://www.forbes.com/profile/charles-schwab/
